"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",68,40,7,10
"GM",37285,706380,1813,878
"Tolerant",744450,149610,4579,2136
"Vulnerable",2226,4077,6802,2691
"Unclassified",3527,3355,1287,74019
