"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1892,3572,442,1189
"Tolerant",1099,5162,12872,4157
"Vulnerable",509,7475,210843,110143
"Unclassified",1379,4414,140084,508805
