"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,5,5,3
"GM",11,81,67,10,3
"Tolerant",7,98,110,14,16
"Vulnerable",36,87,59,9652,766
"Unclassified",4,46,51,820,31815
