"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",24874,1960,43601,865,26285
"GM",584,1838,27043,259,1693
"Tolerant",15867,49839,240158,6115,26049
"Vulnerable",1215,1405,7871,6848,3962
"Unclassified",21825,4475,44121,2389,318684
