"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,6,0,26
"GM",21738,596166,1319,18594
"Tolerant",567264,334970,2645,29010
"Vulnerable",859,6230,19310,35127
"Unclassified",8021,23444,7844,105845
