"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",73,1,51,4,338
"GM",16,0,38,0,5
"Tolerant",14,0,7,0,82
"Vulnerable",0,0,3,34,132
"Unclassified",177,9,178,300,21924
