"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",146,145,400,1166
"Tolerant",180,4311,4387,4675
"Vulnerable",185,6388,40836,23061
"Unclassified",1126,2621,23317,203655
