"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",421,192,1050,2258
"Tolerant",562,5421,7071,7383
"Vulnerable",791,6740,18455,21024
"Unclassified",2334,11483,24207,207207
