"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",15626,3689,2430,385
"GM",0,2,0,0
"Tolerant",3662,74640,53771,231
"Vulnerable",4163,57061,195497,7989
"Unclassified",6138,1600,12415,85527
