"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10,36,1,5,63
"GM",78,24636,1743,284,5498
"Tolerant",5,4994,142,128,886
"Vulnerable",0,31,32,494,1735
"Unclassified",255,2674,947,7217,48655
