"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,4,2,2,6
"GM",0,22380,196403,2028,11774
"Tolerant",0,185702,43686,2391,10052
"Vulnerable",0,2535,1809,63547,19640
"Unclassified",7,15742,13559,35973,91806
