"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,11
"GM",1064,1456,3,1172
"Tolerant",1266,562,13,1210
"Vulnerable",288,601,329,24636
"Unclassified",1745,2971,497,91804
