"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",54,5,228,347,1620
"GM",27,23,1178,118,198
"Tolerant",514,1290,23195,4597,6866
"Vulnerable",673,211,4977,43934,29871
"Unclassified",1754,149,5522,20639,109959
