"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1653,31,17180,1530,281
"GM",49,294,6167,1101,183
"Tolerant",27182,12517,690743,225115,20837
"Vulnerable",2766,663,181308,318584,89370
"Unclassified",6001,1688,101046,104360,291206
