"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",442,11534,6091,3895,4794
"GM",419,105797,151794,4692,2660
"Tolerant",330,140320,46561,4568,1947
"Vulnerable",248,7037,5816,9723,5587
"Unclassified",250,2177,1629,1326,65341
