"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3573,420,1636,2298,3592
"GM",1520,6373,14669,1836,1477
"Tolerant",3109,11959,18194,5118,2948
"Vulnerable",2995,1300,6881,66806,24867
"Unclassified",4776,1713,8073,21715,182185
