"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6668,2588,581,7108,42256
"GM",1545,13639,720,18006,5092
"Tolerant",545,1556,360,5573,2112
"Vulnerable",6556,35334,5351,35103,66257
"Unclassified",8083,2872,760,11177,145280
