"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",997,9,14826,2,643
"GM",247,74,3737,1,168
"Tolerant",5748,995,73736,5,3576
"Vulnerable",145,4,10,12,47
"Unclassified",1312,388,8293,260,172734
