"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,13,47,23,477
"GM",18,6297,33442,289,5484
"Tolerant",47,27264,27119,605,11677
"Vulnerable",28,206,899,11550,28395
"Unclassified",765,6286,16202,27769,181365
