"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,28,149
"GM",0,0,8,3
"Tolerant",0,262,1078,149
"Vulnerable",0,312,66812,13245
"Unclassified",1,353,44827,60949
