"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,2
"GM",0,1,6,1
"Tolerant",0,119,796,230
"Vulnerable",1,258,80110,18994
"Unclassified",0,23,18574,69061
