"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,2,36
"GM",0,13102,435805,1579,12958
"Tolerant",0,464287,340236,3343,33494
"Vulnerable",0,332,4633,22041,8675
"Unclassified",7,19987,38531,12290,142379
