"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",54176,1799894,35492,29430
"Tolerant",1751890,260913,64576,34591
"Vulnerable",20527,69312,24375,60801
"Unclassified",94036,119168,83143,1494506
