"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",20622,511822,1219,10472
"Tolerant",562830,228115,2276,19112
"Vulnerable",1032,2639,9419,7369
"Unclassified",6653,11912,4960,74541
