"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",159,55,8,124
"Tolerant",74,156,18,404
"Vulnerable",23,12,3282,1916
"Unclassified",143,79,1543,24201
