"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5431,10467,391,1022
"GM",120955,296091,1639,3851
"Tolerant",301810,72235,2479,2164
"Vulnerable",2322,4461,5253,3454
"Unclassified",2402,980,3274,50271
