"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",429,491,1462,0,6927
"GM",20,8071,1249,1,9673
"Tolerant",865,4527,10340,12,30521
"Vulnerable",1,6,29,0,62
"Unclassified",2437,3065,14279,100,73283
