"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",509,787,702,3913
"Tolerant",530,29050,10353,3805
"Vulnerable",356,5887,44840,22098
"Unclassified",2046,3200,18637,118626
