"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",55,219,32,47,613
"GM",13299,159585,16554,7765,8015
"Tolerant",2451,51955,1392,2245,4312
"Vulnerable",1482,14099,1668,54555,84171
"Unclassified",4501,31011,1568,18527,244509
