"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",2978,14,23,3457
"Tolerant",27,1,1,63
"Vulnerable",23,1,15,1343
"Unclassified",2414,207,164,17618
