"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,4
"GM",82,18,1,275
"Tolerant",15,16,3,81
"Vulnerable",15,1,245,2318
"Unclassified",235,120,692,35306
