"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,192,192,175,12
"GM",3,33331,99617,1259,2933
"Tolerant",3,108446,22323,1505,1609
"Vulnerable",0,1011,1416,30624,12151
"Unclassified",3,5395,3396,14551,141588
