"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",74293,473576,10943,4872
"GM",2,179,7,0
"Tolerant",526997,375291,50311,11532
"Vulnerable",19524,50327,212203,14380
"Unclassified",12391,26335,5840,419375
