"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",55831,8,362185,8716,7869
"Tolerant",483554,176,513845,38191,21838
"Vulnerable",13058,4,63893,245719,57831
"Unclassified",11241,0,24208,3808,376403
