"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",82,2,766,548,1853
"GM",0,0,0,0,20
"Tolerant",532,13,8453,10594,28081
"Vulnerable",492,5,8040,9689,14202
"Unclassified",2766,41,18128,19487,65516
