"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",32949,521896,87,4181
"Tolerant",556184,216504,411,8810
"Vulnerable",563,786,2973,3410
"Unclassified",9772,17875,2952,74952
