"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1902,999,837,592
"GM",38,34,19,3
"Tolerant",3795,8683,2410,1884
"Vulnerable",372,1399,32310,2048
"Unclassified",1755,4246,647,65014
