"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",48472,10700,3000,392
"Tolerant",16324,11302,5454,171
"Vulnerable",5122,1302,95542,2348
"Unclassified",6361,2032,6412,197308
