"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11429,8795,2249,28316
"Tolerant",7264,8940,8522,8829
"Vulnerable",5471,9425,54116,19979
"Unclassified",34281,10842,14563,179221
