"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",126065,2668,117015,1619,141028
"GM",6920,7546,23943,6311,3792
"Tolerant",139889,4649,699242,8567,108722
"Vulnerable",6748,112,18114,26138,3769
"Unclassified",212158,561,129110,1156,491615
