"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",37,7563,421,2,257
"GM",244,191077,52307,91,5380
"Tolerant",78,54533,7819,22,1973
"Vulnerable",96,643,177,292,776
"Unclassified",137,3222,858,66,26274
