"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",11672,0,737,2123,502
"Tolerant",5099,357,17363,2556,19520
"Vulnerable",3123,8,544,16630,553
"Unclassified",22151,1,201,1258,35716
