"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",40,240,72,163
"GM",114,385,112,326
"Tolerant",124,809,141,312
"Vulnerable",222,529,9669,1518
"Unclassified",320,186,2180,56286
