"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",17,10,0,6,10
"GM",34576,56570,88251,916,6906
"Tolerant",36805,57724,10165,941,1185
"Vulnerable",1554,1287,1228,26631,33008
"Unclassified",7468,6978,4157,36300,157334
