"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5450,0,38901,3192,12360
"Tolerant",33533,0,91124,38856,19900
"Vulnerable",3041,1,42181,88123,54899
"Unclassified",13868,0,40217,47662,244598
