"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",22277,43156,8888,7087
"Tolerant",46916,93160,47847,6713
"Vulnerable",8694,43207,217299,15425
"Unclassified",7558,7884,22580,179215
