"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",99,256,42,704
"Tolerant",181,12154,1029,4015
"Vulnerable",1898,16586,130241,63505
"Unclassified",4350,47944,87137,99838
