"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,132
"GM",0,0,0,0,558
"Tolerant",0,1,1,0,1451
"Vulnerable",0,0,2,0,3028
"Unclassified",1,50,132,11,6734
