"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",13329,55365,6453,518
"GM",1,210,32,0
"Tolerant",77485,57878,32688,5665
"Vulnerable",11142,32606,197427,25979
"Unclassified",3369,11644,128672,220956
