"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",0,0,1,2
"Tolerant",0,0,19,31
"Vulnerable",0,1,1451,1383
"Unclassified",1,35,6249,17768
