"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",13135,12,11526,57,70550
"GM",16,1,76,2,132
"Tolerant",12013,45,76201,55,44874
"Vulnerable",161,3,128,5703,11072
"Unclassified",35850,57,34991,6466,173428
