"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",15041,3232,575,9145,20147
"GM",2378,32965,2158,3798,5943
"Tolerant",225,2031,437,377,383
"Vulnerable",4986,2266,613,12509,3628
"Unclassified",30408,9179,1405,34114,74939
