"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,4,44,14,262
"GM",68,7866,14632,462,1934
"Tolerant",170,17158,10185,704,2401
"Vulnerable",71,254,1011,8917,17031
"Unclassified",939,7035,10384,14123,111894
