"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,0,5
"GM",36497,390936,101,9793
"Tolerant",451560,433335,468,18877
"Vulnerable",269,1233,1790,2446
"Unclassified",6192,20638,1585,79251
