"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,39
"GM",103,106,3,498
"Tolerant",140,6,7,710
"Vulnerable",206,106,11,13306
"Unclassified",511,193,310,16131
