"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6390,2408,5140,2226
"Tolerant",17785,30053,62274,1021
"Vulnerable",13785,74977,196201,8850
"Unclassified",6142,296,20257,135903
