"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,341,767,73,384
"GM",479,136949,332601,11529,18428
"Tolerant",171,318853,41073,13774,8212
"Vulnerable",256,16239,14258,89582,57637
"Unclassified",1235,38134,11823,36419,240452
