"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1316,478,10808,0,6994
"GM",777,1998,6458,0,4295
"Tolerant",7376,9354,41726,66,30675
"Vulnerable",1,125,415,0,81
"Unclassified",6499,3998,14623,11,92665
