"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3897,4900,3164,14636,10407
"GM",693,12884,7070,1802,1504
"Tolerant",2324,19511,10790,6351,3438
"Vulnerable",5806,6340,4865,136041,21696
"Unclassified",3478,3062,1670,30122,60479
