"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",65,63,424,331,1192
"GM",3055,21906,32183,1004,1808
"Tolerant",10136,43285,60918,4284,6440
"Vulnerable",1265,1277,7508,34029,75706
"Unclassified",1924,4026,7460,23248,111628
