"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",31,2,23,22,93
"GM",0,373,87,38,174
"Tolerant",6,191,2955,327,498
"Vulnerable",15,90,71,20243,7339
"Unclassified",74,655,454,31982,75850
