"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",9064,15,236676,566,5483
"GM",0,0,1089,1,2
"Tolerant",222532,447,355961,16485,37519
"Vulnerable",2584,4,13036,11851,5272
"Unclassified",19909,11,28905,4287,68629
