"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",254,923,443,124,53
"GM",1033,178948,9552,14840,3492
"Tolerant",470,23333,1450,2348,1071
"Vulnerable",328,20163,555,59142,831
"Unclassified",212,7813,651,2797,277464
