"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",27,17,72,101,181
"GM",444,19932,41781,1081,3555
"Tolerant",1295,47062,40199,3515,6068
"Vulnerable",94,1099,4554,30001,3139
"Unclassified",3002,13930,30941,165252,66911
